Index,SMILES,logP,QED,Template_idx,Sub_idx
13,N#CC1=C(C#N)[C@H]2[CH]C3=C(C=C2N=C1[NH-])CCCC3C1C(=N)N2N=C(S)SC2=NC1=O,3.348420000000002,0.5914948419666674,1135,[3560]
14,CC1=C(C=O)C2(CCCCCC2c2c(N)[nH]c(=O)[nH]c2=O)OC1=O,0.5041,0.5326945978328161,230,[6781]
15,Cc1ccc2c(c1)C(=O)CC1(CC[NH+]CC1)O2,0.8420199999999998,0.7187171291555031,632,[0]
16,O=S(=O)(N1[CH]CCCC1)N1CCCC[C@H]1Cc1c(F)c(F)cc(F)c1F,3.532490000000003,0.5800799659534602,469,[6866]
17,Cc1c(C#N)c([O-])nc([O-])c1/C=N/c1ccc([SH](=O)=O)c(C(=O)C2=[N+]([O-])[C@@]3(O)CCCC[C@@]3(C)N2)c1,-0.15420000000000073,0.15900378686462058,3538,[6576]
18,Cc1ccc([C@@H]2NC(=O)c3oc4ccc(C)cc4c(=O)c32)c(-c2ccnc3ccnn23)c1,3.952340000000003,0.465261007325693,3042,[3234]
19,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC5(C4)OCCO5)C3=CC[C@@]21CNC(=S)NNc1ccccc1,4.592100000000003,0.2633926234667918,2536,[3405]
20,C[C@@H]1CCC[C@@H](C)C12NC(=O)N(C1c3nc4oc5cncnc5c4cc3COC1(C)C)C2=O,3.867600000000003,0.5615988632946444,2972,[5040]
21,CC1=C(C=O)C2(CCCCCC2)OC1=O,2.1516,0.48957823635272596,230,[0]
22,Cc1cccc2nc(N3C(=O)[C@H](C#N)[C@H](c4ccccn4)c4c3nc[nH]c4=O)nn12,1.4659999999999997,0.5403344379598212,3406,[6740]
23,Cc1c(I)ccc(C2C[NH+](CN3CCN(CN4C(=O)C(=O)c5ccccc54)CC3)CCN2)c1C,1.1993400000000023,0.41567515635743235,3107,[4923]
24,C[C@]12CC[C@H](O)C[C@H]1CC[C@H]1[C@@H]3CC[C](O)[C@@]3(CC(=O)[C@H]3NCCc4[nH]c[nH+]c43)CC(=O)[C@@H]12,2.4419899999999997,0.5586259982627698,350,[792]
25,C=CCS(=O)(=O)/N=C(\[O-])c1cc(F)cc(Br)c1N1c2ccccc2[C@H](C(N)=O)C[C@@H]1C,2.7101000000000015,0.3653907371738876,3098,[5497]
26,O=C1N[C@@]2(COC3(CC[NH+]CC3)C2)N(c2cc(Br)c3cc(F)ccc3n2)c2ccc(Cl)cc21,3.6697000000000024,0.50282824806176,3005,[4572]
27,CC(C)=NNC(=O)CCN1C(=O)c2cccc3cccc1c23,2.7021000000000006,0.6960718745197327,2778,[7504]
28,Cc1[nH]c2ccc(Br)cc2c1N1C2=C(C(=O)C[C@H](C)C2)[C@H](c2ccc3c(c2)OCCCO3)n2ncnc21,5.985820000000005,0.3245884899841114,2424,[2616]
29,Cc1[nH]c2ccccc2c1C1=CCN(S(=O)(=O)N2CCC[C@H](C)C2)CC1c1ncncc1S(C)(=O)=O,3.1293200000000017,0.5428873781203815,14,[5663]
30,O=C([O-])C1CCCN(S(=O)(=O)N2CCCCC2)C1,-0.8209999999999984,0.6736759909535666,2890,[7492]
31,CC(C)C[C@H]1c2ccccc2[C@H]([NH2+])[C@H]1C[C@@H](C)C#N,3.064680000000001,0.8839753939695677,2438,[8668]
32,O=C1N=C(S)N=C2[C@H]1SC(=S)N2C1CN(S(=O)(=O)N2CCOCC2)CCN1,-1.2784999999999973,0.404651817153304,1045,[1991]
33,C[C@H]1CC[C@](C#N)([C@]2(O)CCC[NH+](C)CC2)C1C[C@H](C(=O)CC(C)(C)C)[C@@H](C)C(=O)[O-],1.3697800000000018,0.6295177887098146,669,[9380]
34,C[C]1Cn2c(cc3ccccc32)C(=O)N1C[C@@H]1CCC[C@@H](C)C1,4.475290000000004,0.8029236277405464,3294,[6099]
35,Cn1c(=O)c2cn3c(c2n(C)c1=O)[C@@H](c1ccc(C#N)cc1CC(=O)N/N=C\c1ccccc1)Nc1ccccc1-3,3.107280000000001,0.2602847537941619,2017,[6769]
36,Cc1ccc(S(=O)(=O)[C@H](C)C=O)c(C[C@H](C)N)c1C,1.5542399999999998,0.8317962189130531,2689,[3505]
37,C/C(=N/Nc1ccccc1)c1ccc(S(C)(=O)=O)cc1C(=O)C1=C(O)C(=O)N[CH]1,2.2125900000000005,0.3795251190521804,1337,[11607]
38,C[C@]12C(c3nccc(Br)n3)NC[C@@H]1NC(=O)c1ccccc1[C@@H]2[NH3+],0.9848999999999999,0.6342899760664001,2415,[10422]
39,CCO[C@]1(C)[CH][C@@H](c2cccc([N+](=O)[O-])c2)c2c(O)n[nH]c2C1,2.7109900000000007,0.6668207278470627,845,[3851]
40,CCC(C)(C)[C@H](Cl)[C@@H](C)C[C@@H]1[CH]CN(S(=O)(=O)N2CCOCC2)C1,2.7692900000000007,0.6388817195646458,1113,[1361]
41,Cc1oc2cc3c(cc2c1C)[C@H](Cc1ccon1)[CH]C(=O)O3,3.487230000000002,0.5347447759849902,360,[879]
42,CC1=CC(C)(Cc2cccc(F)c2)N2C(=O)[C@]3(NC(=O)[C@H](C)S3)c3cc(C)cc1c32,4.303320000000004,0.7849850629380164,885,[5760]
43,Cc1cc(S(=O)(=O)NNC(=O)C(C)(C)C)sc1CC1[C@H]2CC[C@H](C2)C1(C)C,4.026920000000003,0.7171842120644211,385,[2105]
44,C=C(NC1=c2cc(Br)ccc2=[NH+][CH]1)[NH+](C)CC[C@@H](O)C[NH3+],-3.9987099999999964,0.34587737491712284,2481,[927]
45,O=S1(=O)N=C(N2CCC[CH]C2c2ccc3c(c2)CCCO3)c2ccccc21,3.501890000000002,0.7585814754002788,2910,[258]
46,CC1(Cc2csc([N+](=O)[O-])c2)[C]2CC[C@@]1(C)c1nc3ccc([N+](=O)[O-])cc3nc12,4.744390000000004,0.45411117917959865,3563,[2037]
47,Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2-c2cccc3c2C(=O)NC3=O)cc1,4.143000000000003,0.2274981363565775,3088,[6416]
48,C[C@@H]1[C@H](C)N(c2ccccc2/C(N)=N/S(=O)(=O)c2ccccc2)CCN1C,2.3096000000000005,0.644339700310179,1739,[8206]
49,COC1CCCCN1C1=C(C(C)=O)C(=O)O[CH]1,1.00649,0.5421898065186402,1141,[10428]
50,C[C@@H]1C[C@@H](C)C[NH+](N2c3ccccc3C(=O)N[C@]23CCNC(=O)CC3)C1,0.7085999999999999,0.6935329760093484,442,[7560]
51,Nc1ncnc2sc3c(c12)C(CC(=O)C1=c2ccccc2=[NH+]C1)CCCC3,0.6073999999999999,0.6553437783978405,3482,[4916]
52,CC[C@H](Cl)[SH]=C1NC(=O)[C@@H]2CC3=c4ccccc4=[NH+][C@H]3CN12,-1.3483999999999985,0.3552706736587043,2340,[10062]
53,Cc1ccc2ncc(CC[C@H](C)[CH]C(=O)NNc3cccc(F)c3F)c(=O)n2c1,3.1974100000000014,0.5985794515830165,2729,[151]
54,Fc1ccc(/N=C/c2cccc(C3CCC4(CC3)OCCO4)c2)cc1,4.977000000000004,0.7387347900758677,2837,[806]
55,Cc1ccc(/N=N/c2cccc(-c3ccc(C(=S)N4CCCC4)cc3Br)c2)cc1,7.6112200000000065,0.293608464967197,1826,[1645]
56,Cc1ccc(S(=O)(=O)[C@H](C)C=O)c(-c2c(S(C)(=O)=O)cnc3ncnn23)c1C,1.17274,0.5605466034308301,2689,[10895]
57,Nc1cc(S(=O)(=O)c2cc([N+](=O)[O-])ccc2/C=N/NC(=O)C=O)ccc1F,0.7979000000000003,0.13917770147462433,100,[11664]
58,O[C@H]1c2ccccc2CCC[C@H]1N1c2ccccc2Sc2cc(Cl)ccc21,6.381200000000005,0.4848964279978383,604,[2892]
59,Cc1cc(S(=O)(=O)NNC(=O)C(C)(C)C)sc1Cc1ccc2[nH]nnc2c1,2.2742199999999997,0.5610810233647969,385,[4370]
60,C[C@H]([NH3+])[C@]1(CCO)CC(S(=O)(=O)c2ccc(C#CCO)cc2)c2ccccc21,1.1996999999999995,0.6564505425070045,3335,[10682]
61,CC1(C)CN(c2ncccc2S(=O)(=O)/N=C(\[O-])C[C@@H]2CCCc3ccccc32)C1=O,2.4121000000000006,0.41495932524816226,2303,[11141]
62,O=C1N[C@@]2(c3cc4c(Cl)cccc4[nH]3)C(=C(c3ccccc3)O[C@@H]3C=CCC[C@H]32)C1=O,4.491800000000003,0.4644620728128467,1106,[6728]
63,C[C@H]1C(=O)NC(=O)C[C@]12CCc1ccccc1C2c1n[nH]c(=S)n1/N=C\c1ccccc1,3.5699900000000024,0.366257627948823,1137,[10796]
64,Cc1ccc(S(=O)(=O)N/N=C/c2cccs2)cc1-c1ccccc1,4.035920000000003,0.5540231339785388,2363,[8238]
65,C[C@]12C([C@@H]3CCC[C@H](C4CC4)C3)NC[C@@H]1NC(=O)c1ccccc1[C@@H]2[NH3+],2.2760999999999996,0.7625574756569881,2415,[2427]
66,Cc1cc(Cc2cn3c(n2)SCC3)n2nc3cccc(F)c3c2n1,3.2230200000000018,0.5625382424804147,372,[5796]
67,C[C@@H]1CCCN(c2cc([N+](=O)[O-])ccc2S(=O)(=O)[N-]/N=C/c2ccccc2)C1,3.9276000000000026,0.4140154116281584,3194,[7296]
68,C[C@H]1[CH][C@H](c2ccc([N+](=O)[O-])cc2-c2cccc(/C(N)=N/O)c2)n2ncnc2N1,2.55549,0.20334257919416732,1035,[1550]
69,Cc1cc(=O)oc2cc3oc4c(c3cc12)C([C@@H]1CCC[C@](O)(C2(C#N)CCC2)CC1)CCC4,6.272800000000006,0.3707912018168536,3054,[1542]
70,C[C@@H]1C[C@@H](C)C[NH+](C2[C@H]([C@@H]3CCCCCC3=O)CCC[C@@H]2S(C)(=O)=O)C1,2.2785,0.7597071149655167,2493,[7560]
71,COc1cccc([C@@H]2C3=C(Nc4[nH]c(N)nc(=O)c42)c2ccccc2C3=O)c1,2.5257000000000005,0.6375863587458124,2817,[10428]
72,N#C[C@]1([C@]2(O)CC[CH]C2c2nc[nH]c(=O)c2[N+](=O)[O-])COc2ccccc2C1,1.6359699999999997,0.6075712523812206,499,[9591]
73,Cc1cc(S(=O)(=O)/N=C(\[O-])CCC(F)(F)F)cc([N+](=O)[O-])c1C[C@@H](C#N)C(F)(F)F,2.937800000000001,0.20174854983298132,2050,[4210]
74,N#CC1=C(N)Oc2cc(O)ccc2[C@H]1c1cccc(CC/C(N)=N\O)c1,2.2893799999999995,0.2887728630538695,3039,[8732]
75,Cc1nc(-c2cc([N+](=O)[O-])ccc2/C=c2\[nH]/c(=C/Cl)oc2=O)c2c(C)nn(C)c2n1,1.6422399999999997,0.38856498162959846,389,[599]
76,COc1ccc[nH]/c1=N\S(=O)(=O)c1cc(C)c(F)cc1F,1.8995199999999999,0.9403086532837209,2956,[10428]
77,COC1[C@@H](C)C[NH2+][C@H]2[C@@H](CCC2(C)C)S1(=O)=O,0.14400000000000102,0.7312928335549219,1150,[10428]
78,O=C(/C=N/O)C1CCCc2sc3ncn4ncnc4c3c21,1.7879999999999994,0.44231384011788366,747,[9227]
79,CC(C)C[C@@H](O)Cc1ccccc1[C@H]1NCCn2cnnc21,1.9201999999999997,0.8853617896657031,423,[8107]
80,CO/C([O-])=C1/C(C)=NC2=NC(S)=NC(=O)[C@H]2[C@H]1C/C=C/Cl,1.2787,0.6257824692431898,2902,[592]
81,C[C@@H]1CCN(C[C@@]23CC[C@H]4[C@@H](CCC5=CC(=O)CC[C@H]54)[C@@H]2CC[C@]3(C)O)c2ccccc21,5.873100000000007,0.6337129610588462,634,[2143]
82,C/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CC1c1ncc2c(n1)CCOC2,2.957200000000001,0.443794926617241,2866,[5896]
83,Cl[C@@H]1CCO[C@H](c2ccncc2C2=Nc3ncnn3[C@@H](c3cccs3)C2)C1,4.307400000000003,0.615426924888136,3079,[7244]
84,Cc1ccc(C)n1N[C@@H]1CCCc2c1cnn2Cc1ccccc1,3.9708400000000035,0.789148089828764,2575,[8238]
85,CC1(C)[C@H](c2cccc3[nH]c4c(=O)n(/N=C\c5ccc(O)cc5)c([O-])nc4c23)[C@H]2CCCO[C@@H]21,3.4578000000000024,0.457300387627441,2883,[4938]
86,Cc1ccc2c(c1)C(=O)[C@H]([C@]1(O)C(=O)Nc3ccccc31)CC2N1CCN(/C([O-])=C/S)CC1,1.78522,0.4735726701364077,215,[8265]
87,CN/N=C1\C(=O)Nc2c1ccc(C)c2Cc1cccc2c1-c1ccccc1C2,4.032620000000003,0.5372546174788259,203,[19]
88,CC(=O)NNS(=O)(=O)c1ccc(C)cc1-c1ccccc1,1.9914199999999995,0.8482689411048145,1794,[8238]
89,C[C@@]1([NH3+])CCCc2ccc(-c3cccc(/[NH+]=c4/ccc5ccccc5o4)c3)cc21,3.206200000000001,0.5495748891897617,1102,[42]
90,Cc1ncc(Cc2c(C)cc(S(=O)(=O)/N=C(\[O-])CCC(F)(F)F)cc2[N+](=O)[O-])c(=O)[nH]1,1.6757399999999996,0.28415063694049236,2050,[6899]
91,C[C@@]1([NH3+])CCCc2ccc(-c3cccc([C@@H]4C(C#N)=C(N)Oc5cc(O)ccc54)c3)cc21,4.070780000000002,0.5762818731082401,579,[42]
92,Cc1ccc([C@H]2C[C@H]([C@H]3CC3(C)C)Nc3ncnn32)cc1,3.406220000000002,0.9176180718474092,2478,[7003]
93,C[C@H]1CCCN(S(=O)(=O)N2CCCC2)C1S(=O)(=O)c1cccnc1,1.2538999999999998,0.7926578037540524,715,[4559]
94,Cc1cc(C[NH+]2CCC3(CC2)CN(C)C(=O)O3)n2nc3cccc(F)c3c2n1,1.3295199999999998,0.7241488109856787,372,[9327]
95,C[C@H]1CC(=O)Nc2cc([SH](=O)=O)ccc2[SH]1C1CCOCC1,1.9267,0.7176511145301803,185,[11215]
96,CC1(Cc2ccccc2)[C@H]2CC=C(/C=N/NC(N)=S)[C@@H]1C2,3.0206000000000017,0.5103081028269967,835,[8238]
97,Cc1csc2c(C3CN(C(=S)c4cc(Br)ccc4O)CCN3C(N)=S)ncnc12,3.745820000000003,0.507342830318232,3024,[5949]
98,COC1[C@H]2CC[C@@H](Cc3nc4ccccc4c(=O)n31)N2,1.2181999999999997,0.8470025795312035,2965,[10428]
99,C/C(C[C@@]1(O)C(=O)Nc2ccccc21)=N\Oc1cccs1,2.732800000000001,0.6736320165315862,1093,[7764]
100,O=C(Cc1c(F)ccc(/C=N/N2CCCCC2)c1F)N/N=C/c1cc(Cl)ccc1O,3.8364000000000034,0.5354164979320368,957,[7206]
101,C/N=c1\sccn1/N=C/c1ccc(C#N)cc1-c1nc2c(s1)CSc1ccccc1-2,5.230180000000003,0.4056265131087371,3295,[4548]
102,Cc1ccc2c(c1C)O[C@@H](C1CCN3C(=O)[C@H](C)c4cc([SH](=O)=O)cc1c43)CC2=O,3.245140000000002,0.7474284093281457,3068,[2894]
103,Cc1cc(C[C@]23[CH]CC[C@@H]2[C@H]2CC[C@@H]4C[C@H](O)CC[C@@]4(C)[C@@H]2CC3)cc(C)[n+]1C,5.258430000000005,0.6788079735666789,910,[8478]
104,NC1=C(C=O)[C@H](c2cccnc2[C@@H]2Oc3ccccc3NC2=O)c2c(c3ccccc3sc2=O)O1,3.622200000000002,0.4270806632845425,2836,[7684]
105,C[C@@]1(C2CCCCC2c2cc3[nH]c(=O)[nH]c3cc2Br)Cc2ccccc2C2=NC(S)=NC(=O)[C@@H]21,5.386400000000004,0.3831046348861989,1669,[3823]
106,Cc1ccc(S(=O)(=O)C2NCN=c3s/c(=C\c4cccnc4)c(=O)n32)cc1Br,1.31482,0.6119043710344978,1252,[11651]
107,N=C1C(N2c3ccccc3C(=O)N[C@]23CCNC(=O)CC3)C(=O)N=C2SC=NN12,0.46696999999999933,0.6157496829259911,442,[4236]
108,O=C1C(=O)N(CN2CCOC[C@H]2CN2CCC3([CH]CCCO3)CC2)c2ccccc21,1.7234899999999995,0.7021880879284542,1668,[1458]
109,Cc1ccc2nnc(Oc3ccc(/C=N/NC(=O)C4=NN=C(c5ccco5)C4)cc3)cc2c1,4.0226200000000025,0.36065390244195455,3515,[1800]
110,CO[C@]12NC(=O)C(=O)C1=C(c1ccccc1)O[C@@H]1C=CCC[C@H]12,1.8042999999999998,0.6680731995940986,1106,[10428]
111,O=C1Nc2ccccc2[SH](N2[CH]COCC2)c2ccccc21,3.080490000000001,0.7951210182206997,739,[972]
112,CC(=O)N/N=C(\C)c1ccc2c(c1)CCCC2[C@@H]1C[NH2+]CC[C@H]1C1CCCCC1,3.746400000000002,0.59100076639538,848,[10472]
113,O=C(CC1=NN(S(=O)(=O)c2ccccc2)C(=O)C1)[C@H]1CCCc2cccnc21,2.437900000000001,0.7719370201937179,1701,[5794]
114,C[C@H]1CCN(C2[C@H]([C@@H]3CCCCCC3=O)CCC[C@@H]2S(C)(=O)=O)[C@H]2CCCC[C@H]12,4.618300000000005,0.6217320887704736,2493,[5198]
115,C[C@H]1CCC(=O)[C@@H]([C@@H]2CCCCC[C@@H]2O)C1c1nn2c(=O)c3ccccc3nc2s1,3.944200000000003,0.6287509967899654,1536,[1662]
116,CC(C)N1C(C[C@H](C)CC=O)=NS(=O)(=O)c2ccccc21,2.617400000000001,0.7842346176377558,2585,[633]
117,C[C@@H]1CCC[C@H](C2C3CC4CC(C3)C(O)(C#Cc3ccccn3)C2C4)[NH2+]1,2.3508,0.7632910618981227,2399,[791]
118,N#Cc1cnc(-c2cc(F)ccc2S(=O)(=O)[C@@H]2[CH]CS(=O)(=O)C2)c(Cl)c1,2.1877700000000004,0.7139766455970735,1558,[8318]
119,COC1CCc2cc(S(=O)(=O)/N=C(\[O-])c3cnn(C)c3)ccc21,0.5495999999999999,0.6007322904870923,402,[10428]
120,CC(=O)N1N=C(c2ccc(F)cc2)C[C@H]1c1cc2ncccc2c(=O)[nH]1,2.7598000000000003,0.7718189752230634,3366,[4859]
121,CC1(C)OCc2cc3c(nc2C1C1N2CCCN12)oc1cncnc13,2.4258000000000006,0.631775642734474,2972,[3935]
122,Cc1cc(C)c2nc(N3c4ccccc4C(=O)N[C@]34CCNC(=O)CC4)sc2c1,3.7910400000000015,0.644813626430555,442,[5867]
123,C/C([O-])=N/S(=O)(=O)c1ccc(C#N)cc1N[C@@H]1CCSc2ccc(F)cc21,2.8137800000000013,0.6204840420446771,764,[3741]
124,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(C#N)cc1-c1sc2cc(F)ccc2c1Cl,6.475420000000004,0.2857341328558712,1465,[6612]
125,C[C@@H]1[C@H](C)N(C2[C@@H](O)CCC[C@@H]2[C@@H]2CCO[C@]3(CCSC3)C2)CCS1(=O)=O,2.3257000000000003,0.7438141883995568,3591,[803]
126,[O-][n+]1onc2ncnc(NOc3cccc(/C=N/n4cnc5ccccc54)c3)c21,1.8889999999999993,0.27435665728223696,3513,[4980]
127,CC1=C2C(=O)C[CH]C(CN3CCC(=O)Nc4cc(Cl)ccc43)[C@@H]2Nc2ccccc2N1,4.462090000000003,0.648993886414669,865,[8436]
128,Cc1ccc(-c2c(F)cccc2[C@@H]2NCCc3sccc32)c[n+]1C,3.922220000000004,0.6998634324357719,1655,[3389]
129,Cc1cccc2nc(CC(C)(C)[C@H]3NCCc4c3[nH]c3ccccc43)[nH]c12,4.808320000000004,0.4922151336047291,129,[4780]
130,C1=C[C@@H]2N=CC=C2C=C1C1=NO[C@@H](c2cccc(C3=NO[C@H]4[C@@H]5CC[C@@H](C5)[C@@H]34)c2)N1,3.6431000000000022,0.8452659603478396,1565,[7170]
131,O=C(CCCO)N/N=C/c1ccc([N+](=O)[O-])cc1-c1cc(=O)[nH]c2ccccc12,2.3259,0.32071564536805114,1711,[9196]
132,O=C1N/C(=N/c2ccccc2C[NH+]2[CH]CCCC2)C([N+](=O)[O-])=C1[O-],-0.574409999999999,0.5685940902141522,252,[7730]
133,Cc1ccc(/C=N/N2C(=O)CN[C@H]2c2nc3c(C)cc(C)cc3s2)cc1,3.686060000000002,0.7213478815365737,2732,[5867]
134,CC1=C(C=O)[C@@H](c2nc(C)c3c(n2)N(C)C(=O)CC3)[C@H]2C(=O)N=C(S)N=C2N1,0.6944199999999996,0.5593120645269092,3280,[3241]
135,O=C1[C@@H]2[C@H]([CH][NH+]3CCC[C@H]23)C(=O)N1c1ccccc1/C([O-])=N/S(=O)(=O)c1cccs1,-0.42780999999999914,0.39093039890328285,2175,[11137]
136,CC1(C[C@H]2OC(=O)C(Cl)=C2Cl)[C]2CC[C@@]1(C)c1nc(C#N)c(C#N)nc12,3.218650000000002,0.7216239478373656,245,[1278]
137,CCC[C@@H]1c2cccn2CC[NH+]1C1C[NH+](CN2CCN(CN3C(=O)C(=O)c4ccccc43)CC2)CCN1,-1.1958999999999917,0.411329470027283,3107,[10082]
138,C[C@@H](C(=O)NNC(N)=S)c1cccc(/N=C/c2cc(Br)ccc2O)c1,2.8731999999999998,0.3457624002216216,401,[9309]
139,Nc1c(NN2[CH]NN[C@H]2[C@H]2C=C(c3ccccc3)N=N2)[nH+]c2ccccn12,1.39319,0.5615835765972191,1232,[5465]
140,O=S(=O)(N1CCCCCC1)N1CCNC([NH+]2CCCCC2)C1,-0.5926999999999967,0.7266324702599775,733,[996]
141,C=CCS(=O)(=O)/N=C(\[O-])c1cc(F)cc(Br)c1N1CCO[C@@H](C)C1,1.4360000000000002,0.40917775722382854,3098,[8322]
142,Nc1ccc2c(c1)CC(=O)c1ccccc1[SH]2c1c[nH+]ccc1N,2.8822,0.471852063977566,1462,[9250]
143,CCC[C@](C)(N/N=C1\CCCc2c1[nH]c1ccccc21)C(=O)[O-],2.1065999999999994,0.8297825982993084,3506,[1394]
144,COCn1ccc2c(=O)n(C)c3ccccc3c21,2.0970999999999997,0.689608651577999,1438,[10428]
145,C[C@@H]1CCCCN1S(=O)(=O)NCC1(C)[C@@H]2CC[C@@]1(C)c1nc3ccccc3nc12,3.4936000000000025,0.8309211436201468,3469,[552]
146,O=C1CCC(CCC2=c3cc(F)ccc3=[NH+]C2)C2=C1[CH]Nc1ccccc1N2,1.4029899999999997,0.760342014540579,292,[2460]
147,C[C@]12C(c3cccc(N)n3)NC[C@@H]1NC(=O)c1ccccc1[C@@H]2[NH3+],0.4096000000000005,0.6091408818395698,2415,[8218]
148,CC1(CC2NC[C@@H]3NC(=O)c4ccccc4[C@H]([NH3+])[C@@]23C)CC[NH2+]c2ccc(F)cc2N1,1.0583000000000011,0.4656114938301024,2415,[1503]
149,C[C@@H]1CC[C@H]([NH3+])[C@H](CN2[CH]C=C3C(=O)[NH+]=c4ccccc4=C32)C1,-1.5143099999999956,0.6973375384808805,1016,[2969]
150,Cc1c(C2CCCN(/C=C(\C#N)S(=O)(=O)C(C)(C)C)C2)cn2nc[nH]c(=O)c12,2.0887000000000002,0.7856635964188061,1257,[9630]
151,CC1=C2C(=O)C[CH]C(c3cc(C)ccc3O)[C@@H]2Nc2ccccc2N1,4.141510000000003,0.7338312293274142,865,[8657]
152,C/C(=N/O)C1=CC[C@@H]2[C@H]3CC=C4C(c5cnc6sccn6c5=O)[CH]CC[C@@]4(C)[C@H]3CC[C@@]12C,6.002990000000007,0.25744787961143895,554,[2006]
153,CCC[C@H](C[NH3+])C1CNC2(CC[NH2+]CC2)c2[nH]c3ccccc3c21,1.0654000000000012,0.6659179902100694,617,[1961]
154,O=C(CCCO)N/N=C/c1ccc([N+](=O)[O-])cc1-c1ccc(/C=N/O)cc1,2.2925000000000004,0.2832387083381367,1711,[7453]
155,C[NH+]1CCC[C@](O)([C@@H]2CCOC3(CCSCC3)C2)CC1[NH+]1CCC2(CCCCC2)CC1,2.0638000000000014,0.6005568167972795,2593,[5891]
156,O=C1CS[C@]2(N1)C(=O)Nc1ccccc12,0.6544999999999995,0.6747730169898191,431,[0]
157,NC(=O)C1=C(N)Oc2nc([O-])[nH]c(=O)c2[C@H]1c1ccc(Cl)cc1C(=O)[C@H]1CCCCn2nnnc21,-0.1863000000000008,0.4043710478025917,2289,[6190]
158,N#CC(C(=O)[O-])c1cccc(/N=C2/N[C@@H]3CS(=O)(=O)C[C@@H]3S2)c1,-0.46682,0.7818004576977409,2960,[5773]
159,CCN1N=C(C)Cn2c1nc1c2c(=O)n(C)c(=O)n1C,-0.3504999999999998,0.713011663756218,654,[0]
160,C[C@H]1OCCN(Cc2cs/c(=N/S(=O)(=O)c3ccccc3)[nH]2)[C@H]1C,1.9750000000000003,0.8965582375988805,3572,[9220]
161,Cc1ccccc1O[C@H]1[CH]C(=O)N(CC(C)C)c2ccccc21,4.322010000000003,0.8414764204469566,1368,[11580]
162,Cc1nc(C2CCCc3cc4c(cc32)OCCC[C@@H]4[NH2+])nc2c1C(=O)CC(C)(C)C2,3.649720000000003,0.7855802005382727,1945,[9982]
163,Cc1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@H](c1cccc(C3=NO[C@@H]([C@H]4C=C(c5ccc(F)cc5)N=N4)N3)c1)N2,6.443620000000005,0.4125709295230538,900,[11317]
164,C[NH+]1C[CH][C@@H](C(=O)C[C@H]2OCCc3sccc32)[C@@]12C(=O)Nc1ccccc12,1.51749,0.8462653475210672,2632,[3635]
165,C[CH]C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1N1[CH]Nc2cc(Cl)ccc2C1=O,1.5631799999999996,0.7655900422861709,759,[4903]
