SMILES,logP,QED
C[C@@H]([NH3+])CC1C[C@@]2(C)C(=C/C1=N\O)CC[C@H]1[C@H]2CC[C@]2(C)[C@H](O)CC[C@@H]12,3.3869000000000007,0.5204588593801737
Cc1ccc(N2C(=O)c3oc4ccccc4c(=O)c3[C@]23C(=O)N(C)c2ccccc23)c(C)c1,4.290240000000003,0.44636313302286534
CCCC[C@H]([NH3+])[C@H](C)Oc1cc(/C=N\n2cnnc2)ccc1O,1.4338999999999997,0.719080124868763
C[C@@H]1CC[C@H]([NH3+])[C@H](c2cccc(C3=N[C@H]4C(=N3)C([O-])=NC(=O)N4C)c2)C1,0.5522000000000002,0.8379034057690111
CC(C)[C@@H](CCO)c1cc(F)ccc1[C@H]1NCC(=O)Nc2ccc(F)cc21,3.717900000000003,0.7475764994951337
CC(=O)N/N=C(/C)c1ccc([N+](=O)[O-])cc1N1CCN2C(=O)CN(C)C(=O)[C@H]2C1,-0.055899999999999395,0.4269556617893277
Nc1[nH]c(=O)[nH]c(=O)c1-c1cccc([C@@H]2[NH2+]CCc3[nH]cnc32)n1,-1.360599999999999,0.393983034188849
CCN1N=C(C)Cn2c1nc1c2c(=O)n(C)c(=O)n1C[NH+]1[CH]C(=O)NCC1,-2.753509999999995,0.6050467918736672
C[C@@H](CC=O)S(=O)(=O)c1ccc(F)cc1[C@H]1C=CC[NH2+]1,0.7512000000000001,0.4954095320577096
c1cncc(C2=Nc3ncnn3[C@H](c3cccc(C4CCCCCCC4)c3)C2)c1,5.614900000000004,0.588246800645672
C/C(=N\Nc1ccc([SH](=O)=O)c(-c2ccc3nc(C)c(C)nc3c2)n1)c1ccc2c(c1)OCO2,3.843740000000002,0.254113576699213
CN1C(=O)[C@H]2ON(c3ccccc3[C@@H]3C[C@H](C(F)(F)F)n4ncnc4N3)[CH][C@H]2C1=O,1.8351899999999997,0.7400246591815536
CC1=NC(=O)[C@@H]2C(=N1)c1ccccc1CC21CCCCC1CCC(C)(C)C,5.609500000000006,0.6723041501529279
CCCC(=O)NNC(=O)C(=O)C1CCCCN1C1=C(C(C)=O)C(=O)O[CH]1,-0.08080999999999894,0.2924681740854852
Cc1cccc([C@H]2[CH]C(=O)Nc3c2c(C)nn3C)c1[C@@H]1C[C@H](Cl)CCO1,3.784130000000003,0.8159201570340765
Cc1ccc(Nc2c[nH+]cnc2NN(c2ccccc2)c2ccccc2)c(F)c1F,5.391120000000003,0.42316467564987953
CC[C@@H](/C(N)=N/O)N1[CH]C[C@@H](c2cccc3ccccc23)n2ncnc21,2.9175899999999997,0.3269167082592845
CN1C(SC2CCCC3=C2[CH][C@H]2C(=C3)N=C([NH-])C(C#N)=C2C#N)=N[C@@H]2CS(=O)(=O)C[C@@H]21,2.561750000000001,0.6001261686880236
CC(C)(O)C(=O)N/N=C/c1cccc(C(=O)C(F)(F)F)c1,1.6526,0.5041222552830331
C[C@H](C(=O)NN)[C@H]1CC(c2ccccc2)=NN1C1=NC(=O)S/C1=C\O,1.7556999999999998,0.32723755139428684
Cc1ccc([S@@](=O)/N=C/c2ccc(F)cc2)cc1-c1ccc(N)nc1,3.9200200000000027,0.7229423005441538
C[C@H]1CCN(C[C@H]2[CH]C3c4ccccc4C2c2ccccc23)C1,4.439690000000004,0.7925044537238518
C=C(CC)C[C@@H]([NH3+])c1ccccc1/C=c1/s/c(=C\[N+](=O)[O-])n(C)c1=O,0.9295999999999996,0.4717332714450001
Cc1cc2c(cc1[SH](=O)=O)n(Cc1n[nH]c(=S)n1C)c(=O)c(=O)n2C,-0.18169000000000035,0.3697748415845536
C[C@H](C=O)S(=O)(=O)c1ccc(F)c(F)c1-c1ccc(S(=O)(=O)Cl)cc1,2.9204000000000017,0.4311253017509583
O=C1N=C2C=CC=C[C@@H]2C(=O)N1C1CCCCc2sc3ncn4ncnc4c3c21,3.251900000000002,0.5806153928812308
Cc1ccc(/C=[N+](\[O-])[C@H]2N(C)C(=S)SC2(C)C)cc1C[C@H]([NH3+])[C@@H]1Cc2ccccc21,3.4853200000000015,0.2542487805276308
CC(=O)N1N=C(c2ccc(C)cc2)C[C@H]1[C@@H]1CNc2c(C)[nH+]n(C)c2N1,1.6871399999999994,0.862584263687447
C[C@]1(C2=Cc3ccccc3Nc3ccccc32)Oc2ccccc2NC1=O,5.074000000000003,0.6410659056843511
CC(=O)NNC(=O)CCN1[CH]CC(c2cc3ccccc3oc2=O)=N1,0.92199,0.635655666748717
CC(C)(C)[C@@H](C1CCc2cc(/N=C/c3ccc(Br)cc3)sc21)C(F)(F)F,7.515600000000005,0.4345200196071024
Cc1ncc(C#N)c2c1C([NH+]1C[C@H](C)C[C@@H](C)C1)OC(C)(C)C2,2.1723999999999997,0.8641539431866228
Cc1cc2oc3c(c(=O)c2cc1C)[C@H](c1ccc([N+](=O)[O-])cc1-c1ccccc1)NC3=O,4.817840000000004,0.3737995391838828
Cc1cc(=O)oc2cc3oc4c(c3cc12)C(SC1=N[C@@H]2[NH+]=c3ccccc3=C2N=N1)CCC4,2.6283200000000013,0.4466386395484655
Cc1c(/C([O-])=N/S(=O)(=O)c2cccc([C@@H]3CS(=O)(=O)C[C@@H]3Cl)c2)cnn1C,0.3437199999999998,0.3914582712426329
Cc1cc(C)cc(C2=CC[NH+](C)C(C(=O)C[C@@H]3NC(=O)c4ccccc43)C2)c1,2.4177399999999993,0.8623442552142585
N#Cc1ccc(S(=O)(=O)/N=C(\[O-])c2cc(C[C@H]3Cc4ccccc4CN3)cs2)cc1,2.37258,0.4882877281556758
C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1S(=O)(=O)c1c(Cl)nc2sccn12,2.5571600000000005,0.4008165146574653
O=S1(=O)C[C@@H]2S/C(=N\c3cccc([C@@]4(O)C[NH2+]CCOC4)c3)N[C@@H]2C1,-1.0426999999999986,0.6015631559866199
Cc1ccc2c(c1)=C1C(=C[CH][SH]1[C@@H]1COC3(CCCC3)C1)C(=O)[NH+]=2,0.5483100000000005,0.7326016058305356
Cc1cc(Cl)cc(C)c1[C@H]1C2=C(O)N=C(O)NC2=NC2=C1C(=O)c1ccccc12,4.346940000000003,0.6570802520109452
C[C@@H]1CN(S(=O)(=O)NC2C3=C([CH]Nc4ccc5ncccc5c43)C(=O)CC2(C)C)C[C@H](C)O1,2.886890000000001,0.7170415004514854
Cc1ccc(C2=C[C@H]([C@H]3NN[CH]N3Nc3cn4ccc(C)cc4n3)N=N2)cc1,3.008730000000001,0.6549893178824309
Cc1cc[nH+]c(N)c1C1[CH]C=C2C=C[C@@H]3[C@H]4CC[C@@]5(CCC(=O)O5)[C@]4(C)CC[C@@H]3[C@]2(C)C1,5.103710000000004,0.6276920431428731
C[C@H]1CCCCN1C(=S)Nc1cccc[n+]1-c1nc([O-])sc1/C=N/NC(N)=O,1.0667999999999995,0.29482736015390204
CC1=C(/C=N/NC(=O)C2=c3ccccc3=[NH+]C2)[C@H](Cl)N(c2ccccc2)N1N1CCc2n[nH]cc2C1,-0.07439999999999752,0.19682900645504214
C#CC[C@@H](C)[SH]=C1N=C([O-])/C(=C/NN2CCOCC2)C(=O)N1,-1.439599999999998,0.2552086336401374
CCCC1CCC(=O)C2=C1Nc1nonc1N[CH]2,2.1020899999999996,0.8326694539791627
C[C@H]1C(=O)NC(=O)C[C@]12CCc1ccccc1C2c1cc(Br)cnc1NN,2.8768000000000002,0.3876712428087478
CC(C)CC1CN(C2=NS(=O)(=O)c3ccccc32)CCC[NH+]1,0.6051000000000006,0.8676399583505194
Cc1ccc(C)c(S(=O)(=O)[N-]/N=C2\C(O)=Nc3c(Br)cc(F)cc32)c1[C@H](C)Nn1cccc1,5.379540000000005,0.41482978434980916
CCc1cccc(/C=N\Nc2ncnc3sc4c(c23)CCCC4)c1,4.578500000000004,0.560324319658379
Cc1cc(C)c2nc(Cc3sc(S(=O)(=O)NNC(=O)C(C)(C)C)cc3C)sc2c1,4.229460000000004,0.5683772141424964
NNC(=O)CNC1=C(C2[NH+]=c3ccccc3=[NH+]2)C(=O)CN1,-6.609900000000002,0.18668440140795872
C(=[NH+]/[C@@H]1CCc2ccccc21)\c1ccccc1ON[C@H]1CCCn2ncnc21,1.8836,0.5287124277714491
CC(c1ccccc1P(=O)(O)c1ccccc1)[N+](=O)[O-],2.2455,0.5319592370853892
