SMILES,logP,QED
C[C@H]1CC[C@@](C#N)([C@]2(O)CCC[C@H](C)[C@@H]2C)C1c1cc(Br)cc(F)c1N,5.381080000000005,0.6277079301202463
C[C@@H]1CC[C@@H](C)[C@](O)([C@@H]2CCOC3(CCC3)C2)C1N1[CH]NN=C1S,2.7266900000000005,0.6690409981271386
N#C[C@H]1COCCN1C1CCCc2cc3c(cc21)OCCC[C@@H]3[NH2+],1.5297799999999997,0.8490406525354418
CC(=O)C1=C(C)Nc2ncnn2[C@H]1c1cccnc1[C@@H](O)C(Cl)(Cl)Cl,2.9546000000000014,0.7668347516317522
CC(C)C1CCCc2c1n(N(c1ccccc1)c1ccccc1)c(=O)c1c([O-])cc(=O)oc21,4.705600000000004,0.4584816414843692
Cc1cccc([C@@H]2C[CH]N(c3ncnc(NN(C)C)c3N)c3nnnn32)c1,1.5352099999999995,0.6643351016001857
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]2[C@H](O)C[C@]2(CC3SC(=S)NC3=O)[C](O)CC[C@@H]12,3.2802900000000017,0.578456014586251
NC(=S)CCCc1ccccc1[C@@H]1SCC(O)=Nc2n[nH]cc21,3.442700000000001,0.7219464150677571
Cc1cc(S(=O)(=O)/N=C(\[O-])CCC(F)(F)F)cc([N+](=O)[O-])c1CC(C)(C)C,3.2818200000000015,0.30964759072088305
O=[N+]([O-])[C@@H]([C@H]1NCCc2ccccc21)S(=O)(=O)c1ccccc1N1CCS[C@H]2COCC[C@H]21,2.660800000000001,0.5053224002826483
Cc1cc(C)c2nc3c(cc2c1)CN/C(=[NH+]/CC(=O)C1=NNC(=O)CC1)S3,0.3186399999999994,0.7103275899650742
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12ON1CC[C@@H]2OCCC[C@@H]2C1,4.223500000000004,0.5501847811508624
N#Cc1cc(F)ccc1-c1cccc(S(=O)(=O)/N=C2\CCCCCN2)c1,3.6151800000000023,0.8933401378180778
Cc1cc([SH]2c3ccc([SH](=O)=O)cc3NC(=O)C[C@H]2C)ccn1,2.5102200000000012,0.7276124650758199
N#C[C@H]1CC(C=O)=NN1c1ccccc1,1.3437799999999998,0.6752386858012662
Cc1nc(Cl)cc(Oc2c(Br)cc(Br)cc2/C=N\N2[C@H](C)CCC[C@@H]2C)n1,6.3525200000000055,0.35090433610482785
Cc1ccc2c3c(c(=O)oc2c1)C(N1CCCC[C@@H]1C)CCC3,4.353220000000004,0.7340166106901366
C[CH]CS(=O)(=O)c1ccc([N+](=O)[O-])cc1-c1nc2c(s1)CSc1ccccc1-2,4.988890000000003,0.4175526978076358
O=C1N=C([O-])/C(=N/Nc2ccc([N+](=O)[O-])cc2)C(=O)N1,-0.6287000000000005,0.5540118508412806
Cc1ccc(C)n1N[C@@H]1CCCc2c1cnn2Cc1cc2cn[nH]c2cn1,3.242140000000002,0.5849899434931387
Cc1cccn2c(=O)c3ccc(Nc4nnc5ccc(Cl)nn45)[n+](C4CCCCC4)c3nc12,3.783520000000002,0.32439233866078615
Cc1cccc([C@H]2[CH]C(=O)Nc3c2c(C)nn3C)c1N1CC[C@H](C)c2ccccc21,4.9705300000000046,0.6618282820073994
O=CC1=NN[C@]2(CCc3ccccc3C2=O)[C@H]1N1[CH]C[NH2+]CC1,-0.8782099999999979,0.6954832160126181
N#Cc1csc(C2[C@@H]([S@@](=O)c3ccccc3F)CCOC23CCCCC3)c1,5.142080000000004,0.7127312018107871
O=C1N[C]2C(=C(c3ccccc3)O[C@@H]3C=CCC[C@@H]23)C1=O,1.9935899999999998,0.632036157824773
C[C@@H]1CCc2c(sc3c2[C@@H](c2ccc(O)cc2)CC(=O)N3)C1c1csc2ncn(N)c(=O)c12,4.127200000000003,0.3754102834627352
C[C@@H]1CC[C@H](C2[NH2+]CCC[C@H]2[S@](=O)c2cnc3ccccc3n2)[C@@H](C)C1,2.9041000000000015,0.9011421728186956
[CH]1CN2CCCC[C@H]2C[NH+]1c1cccc(C2=NO[C@H]3[C@@H]4CC[C@@H](C4)[C@@H]23)c1,2.3818900000000003,0.8864510987671671
C/C(=N/N=C1\NC(=O)CS1)c1cccc(-c2ccccc2)c1,3.2966000000000015,0.6984443375745146
N#C[C@H]1C(=O)Nc2nc[nH]c(=O)c2[C@H]1c1ccccc1,0.9936799999999999,0.8037038637412011
N=C1C([C@@H]2[C@@H]3C(=O)NC(=O)[C@@H]3[C@@H]3c4ccccc4C=C[NH+]23)C(=O)N=C2SC=NN12,-0.6503299999999985,0.5347191485513
Cc1cc(N2CCS[C@@H](C)[C@@H]2C)c(/C([O-])=N/S(=O)(=O)c2ccc(F)cc2)[nH]1,2.288220000000001,0.6171301087489246
c1csc(C2CC3(CCN2)CCc2ccccc2O3)c1,3.936600000000003,0.8567289047745025
CC1=CC(=O)[C@H]2C(C)(C)CCC[C@]2(Cc2nc3c(s2)CSc2ccccc2-3)[CH]1,6.504290000000006,0.5676210357839565
Cc1ccc2[nH+]c3c(cc2c1)C(c1ccc(Cl)c(F)c1)[C@H](C)CC3,5.469020000000004,0.5574892224361508
[NH3+][C@@H](CC(=O)[O-])c1cc(Cl)ccc1/[N+]([O-])=C/c1ccc(O)cc1,0.7295,0.3628291121616748
C[C@H]1CN(N2C(=O)CC[C@@H]3[C@@H]4CCC5=CC(=O)CC[C@@]5(C)[C@H]4CC[C@]32C)c2ccccc2O1,5.301800000000005,0.5848377060897096
NNC(=O)CCCN1C2=C(C(=O)CCC2)[C@H](c2ccc(O)cc2)n2ncnc21,1.1702999999999997,0.4024143282716418
C[C@H]1C[SH](c2ncncc2S(C)(=O)=O)c2ccc([SH](=O)=O)cc2NC1=O,0.8577999999999999,0.5016978830502113
Cc1cc(Cn2c(=O)c(=O)[nH]c3cc(Cl)ccc32)c(/C([O-])=N/S(=O)(=O)c2ccc(F)cc2)[nH]1,1.66292,0.2490777073259742
CCC([NH3+])(CC)C(=O)c1cc(C#N)ccc1[C@H]1Nc2ccccc2-n2cc3c(=O)n(C)c(=O)n(C)c3c21,2.39788,0.4091672949387084
Cc1cc(Cn2c(=O)c(=O)n(C)c3cc(C)c([SH](=O)=O)cc32)nc(C)[nH+]1,-0.14683999999999964,0.5064283219252083
O=[N+]([O-])c1ccc(Cl)c(/C=N/c2cc3c(s2)C(c2ccnc4c2OCO4)CC3)c1,5.262100000000003,0.32163662233477214
Cc1ccc(Cc2ccc3oc(=O)ccc3c2)c(S(=O)(=O)NNC=O)c1,1.6315200000000003,0.3886587868878996
Cc1cc(C)n2ncc(C3CN(C(=S)c4cc(Br)ccc4O)CCN3C(N)=S)c2n1,3.092240000000002,0.5147090396069007
CC1(C)CC(=O)C2=C(C1)N(N1C(=O)[C@@H]3CNCCN3C1=O)c1ncnn1[C@@H]2c1ccc2c(c1)OCCCO2,1.6429999999999998,0.5902622305957932
O/N=C1/CCCN(c2cccc(C3=NO[C@H]4[C@@H]5CC[C@@H](C5)[C@@H]34)c2)C1,3.266000000000002,0.670523970012461
CC[C@@H](CCC(=O)[O-])CCC1C(/N=C2\C=CC3=NC([O-])=NC3=C2)=CC(=O)CC1(C)C,1.8876,0.5688834108311106
Cc1cc(S(C)(=O)=O)c(C[C@H]2C=NN=C2c2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)c1,2.20082,0.4005792141420274
O=S(=O)(/N=C(\[O-])c1cncs1)c1ccc2ccccc2c1,1.7921,0.5445167916679085
CCC1=NN[C@H](N/N=C/[C@@H]2C=NN=C2c2ccc(F)cc2)N1NN1CCc2ccccc2[C@@H]1CO,1.7293999999999996,0.3404057130559734
O=[N+]([O-])c1ccc(S(=O)(=O)[N-]/N=C/c2ccccc2)c(CCCCO)c1,3.0063000000000017,0.31167663472583
COC[C@]12[CH]CC[C@@H]1[C@H]1CC[C@@H]3C[C@H](O)CC[C@@]3(C)[C@@H]1CC2,4.220790000000004,0.8274071716337837
Cc1ccnc2c1c(=O)n(C)c(=O)n2C[NH+]1CCCC[C@@H]1C=O,-1.0025799999999985,0.7365395357076938
Nc1nc2n(n1)[C@@H](c1ccc(Cl)cc1Cl)C[CH]N2N1CC2(CCCC2)CC1=O,3.836090000000002,0.7988561485131831
C[C@@H]1O[C@@H](C2[C@@H](C)CC[C@]2(C#N)[C@]2(O)CCC[NH+](C)CC2)S[C@@H]1C,1.8386800000000003,0.7952861822304378
O=C1C[C@@H]2C[C@H]1[C@H](C1[C@H]3CC[C@@H](Cc4nc5ccccc5c(=O)n41)N3)C2,2.2295,0.8574849988646377
CC(=O)[C@@H](C#N)C(=O)C1[C@@H](O)CCC[C@@H]1[C@@H]1CCO[C@]2(CCSC2)C1,2.36378,0.769715690719854
[O-]c1cc([O-])n2nc(-c3cc(Cl)ccc3/[N+]([O-])=C/c3ccc(O)cc3)c(Br)c2n1,2.9259000000000013,0.21119137279405428
C[C@H]1CCC(=O)[C@@H]([C@@H]2CCCCC[C@@H]2O)C1N1CCC(C2CCOCC2)CC1,4.050000000000003,0.7375630627284208
CCCC(CC=CNC1=C(c2n(C)c3ccccc3[n+]2C)C(=O)CN1)(C(=O)[O-])C(=O)[O-],-1.3765999999999967,0.3741729872410439
Cn1nc2c(cc1=O)CN(C1Cc3c([SH](=O)=O)ccc4cccc1c34)CC2,1.5593,0.6823495858525644
Cc1ccc([C@@H]2NC(=O)c3oc4ccccc4c(=O)c32)c([NH+]2CCCC2(C)C)c1,3.0230200000000016,0.7082151453527457
