SMILES,logP,QED,NumAtoms
CC1=C[C@@H](C)[C@H](/C=N/[NH+]=C(N)N)[C@@H](C)C1,-0.43539999999999823,0.24952734696163406,15
COC1c2c(ccc3c(C)cc(=O)oc23)OCN1[C@@H]1CCCc2ccccc21,4.475920000000004,0.6166817508632177,28
CON1[CH]NC(=O)c2c1sc1c2CC[NH+](C)C1,-0.45060999999999996,0.7124332775694175,17
Cc1ccc(S(=O)(=O)/N=C(\[O-])NN2CCC(C)(C)CC2)cc1,1.0266199999999996,0.6628351076866266,22
COc1cccc(S(=O)(=O)/N=c2/cc(C)cc[nH]2)c1,1.6213199999999999,0.9270132904326516,19
O=[N+]([O-])c1cc(/C=N/c2nc3ccccc3s2)ccc1Br,4.717600000000002,0.38468624662334955,21
CC(=O)NNS(=O)(=O)c1cc(Cl)c(C)c([N+](=O)[O-])c1N1CCOCC1,0.72262,0.557156825167574,25
[CH]1CCCN(C2=NC=NC3=NC=N[C@H]32)C1,0.53589,0.5651691412435385,15
O=S(=O)(c1cccc2nonc12)n1cccn1,0.6563,0.663013486507081,17
Cn1cc(/C([O-])=N/S(=O)(=O)c2ccccc2[N+](=O)[O-])cn1,-0.17590000000000017,0.3331458916632455,21
C=C(C(=O)[O-])[C@@H]1CC[C@]2(C)C[C@@H](O)CC(=C)[C@H]2C1OC,1.0508999999999997,0.6190917135302911,20
COc1c([N+](=O)[O-])ccc(Cl)c1/C=N/n1cnnc1,1.7304999999999997,0.4829552344573434,19
O=C1NC(=O)[C@@]2(CCc3ccccc32)N1,0.6675000000000002,0.6072788105990716,15
C=C(C(=O)[O-])[C@@H]1CC[C@]2(C)CCCC(=C)[C@H]2[C@H]1O,1.4259999999999997,0.5945880716331471,18
Cc1cccc(/C=N/NC(=O)C(C)(C)C)n1,1.88622,0.6096627220190914,16
O=C1/C(=N\CCCCCl)[C@H](Cl)C(=O)c2ccccc21,3.133000000000002,0.6330371239588137,19
C=CCCC1(C)[CH][C@@H]1/C([O-])=N/S(=O)(=O)c1ccc2c(c1)OCCO2,1.7118899999999997,0.4431306705842602,24
Cc1c(Cl)cc(S(=O)(=O)NNC=O)cc1[N+](=O)[O-],0.49592,0.4652408549524307,18
c1ccc(C2=Nn3cnnc3[SH](c3ccccc3)C2)cc1,2.963300000000001,0.738438555380591,21
CON1C(=O)C[C@@H](c2cccs2)c2cnn(C)c21,1.9115999999999997,0.8312349519437823,18
COc1c(Cl)cccc1/C=N/n1cnnc1[S-],1.7281,0.6277590646921685,17
C/C(=N\Nc1ccncc1[N+](=O)[O-])C(=O)[O-],-0.47250000000000036,0.41799186366488184,16
O=CN/N=C(/N=C/c1ccco1)c1ccccc1-c1ccccc1,3.473300000000002,0.338728183404732,24
N=C(NN=Cc1ccncc1)NN=Cc1ccncc1,0.95857,0.43626305543551913,20
CC(=O)CCC1=C(C)[CH][C@@H](Oc2ccccc2)CC1(C)C,4.753890000000005,0.7797634239424015,21
O=C1N[C@H](c2ccc(Cl)cc2N2CCOCC2)c2c1oc1ccccc1c2=O,3.115800000000002,0.7202281108065495,28
Cc1cc(N/N=C/[C@@H](O)[C@H](O)[C@H](O)CO)nc2ccccc12,0.015919999999999657,0.3790573444238396,22
Oc1ccccc1/C=N/Nc1nncn1NN1CCOCC1,0.22039999999999949,0.5364723320682301,22
CC(=O)/C(C)=N/Nc1ccccc1[N+](=O)[O-],1.9715999999999998,0.4781889555195785,16
CN1C(=O)[C@@]2(c3ccccc31)[C@@H]1C(=CC[CH]C1C(C)(C)C)C(C#N)=C(N)C2(C#N)C#N,3.4972300000000027,0.7021937732792473,31
C[n+]1c(N)c(S(=O)(=O)c2ccccc2)cc2c(=O)n3ccccc3nc21,1.0871999999999993,0.4223381629198881,26
CC1(C)Oc2cc3c(cc2[C@H](O)[C@H]1O)[C@H]1COc2c(ccc(O)c2O)[C@H]1O3,2.272800000000001,0.5254444858356553,27
CN1C(=S)S[C@@H](C2[NH+]=c3ccccc3=[NH+]2)[C@@H]1N,-3.9563999999999977,0.45422818454144176,17
Cn1c(=O)c2ccccc2n2cnnc12,0.5811999999999999,0.5330858390587766,15
O/N=C1\CCCCc2c1[nH]c1ccccc21,3.0726000000000013,0.3949622514201671,16
CC(C)(C#N)/[N+]([O-])=C/C=[N+](/[O-])C(C)(C)C#N,0.7529600000000002,0.30418513458353275,16
C#CCN1C(=O)[C@@]2(C(C#N)=C(N)N(c3ccc([N+](=O)[O-])cc3)c3nc[nH]c(=O)c32)c2ccccc21,1.78958,0.335941492930652,35
O=c1c2ccccc2nc2sc3ccc(Cl)cc3n12,3.7158000000000015,0.49367997669251706,19
O=[N+]([O-])c1cccc(/C=N/[C@H]2[CH]CS(=O)(=O)C2)c1-c1ccccc1,2.6819900000000008,0.4847894917255279,24
CO/C([O-])=C1/C(C)=NC2=NC(S)=NC(=O)[C@H]2[C@H]1c1ccccc1,1.3036999999999999,0.6557004783555775,23
NNC(=O)C1=NN=C(c2ccc(Br)s2)C1,1.0493000000000006,0.4841420141265008,15
O=c1[nH]cnc2[nH]c(N/N=C/c3c(O)ccc4ccccc34)nc12,1.9509999999999998,0.33966667451232424,24
CC(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,1.0648,0.45659746864411593,15
O=C1C[C@@H](C2=CC=C[C@H]3N=CC=C23)[C@H]2[C@@H](CN1)N=C1C=CC=CN12,1.5329,0.7970520166903908,24
Cc1ccc2c(c1)c([O-])nc1csc(=S)n12,2.6605100000000004,0.573348812411855,16
C[C@@]1(O)[CH][C@@H](c2cccc([N+](=O)[O-])c2)c2c(O)n[nH]c2C1,1.66679,0.5744343233413053,21
CN1C(=O)/C(=N\Nc2nnc3c(n2)[nH]c2ccccc23)c2cc(Br)ccc21,3.0612000000000004,0.4841178567925357,27
C/C(=N\N=C1\N=C(Oc2ccc(Cl)cc2)[CH]S1)c1ccccc1,4.806090000000003,0.5934393533565603,23
CC(=O)CCC1=C(C)[CH][C@@H](O)CC1(C)C,2.667190000000001,0.7755577526117121,15
CC(=O)N/N=C(\C)c1cc(O)ccc1Oc1c[nH]c2ccccc12,3.525900000000002,0.5069141255137064,24
C/C(=N\c1ccc(C)cc1)[C@H](C)[N+](=O)[O-],2.752620000000001,0.43346995308922226,15
O=C1c2ccccc2C(=O)c2cc(C3=[N+]([O-])c4ccccc4C3=O)ccc21,3.2894000000000014,0.38857333670611105,27
O=[N+]([O-])c1ccc(Cl)c(/C=N/n2cnnc2)c1,1.7218999999999998,0.4721082291369867,17
C=CCc1cc([N+](=O)[O-])ccc1[C@@H]1NC(=O)c2oc3ccc(F)cc3c(=O)c21,3.401600000000002,0.4245157048374223,28
Cc1ccc2nc3c([n+]([O-])c2c1)C(=O)C(=O)c1ccccc1-3,2.22262,0.3613065608585243,22
Clc1ccccc1C1=NCc2nncn2-c2ccccc21,3.271700000000002,0.691129049070368,21
COCc1cc(C)cc2nc(NN=C(C)C)sc12,3.5588200000000025,0.6774150983791802,18
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]3CCC4(OCCO4)[C@]3(C)CC(=O)[C@@H]12,3.440400000000002,0.6753811906787733,25
CC(=O)/C(NNc1ccccc1)=[NH+]\Nc1cccc([N+](=O)[O-])c1,0.6065000000000004,0.2690143222770733,23
CC(=O)NNS(=O)(=O)c1cc(Cl)c(C)c([N+](=O)[O-])c1,0.8860200000000001,0.6321312293435412,19
C=CC[n+]1c(N)sc2c(C)cc(C)cc21,2.5738400000000006,0.610363668107676,15
CC(=O)NNS(=O)(=O)c1cc(Cl)c(C)c([N+](=O)[O-])c1C1CCCCC1,2.933720000000002,0.5923678812155471,25
C[NH+]1CCc2c(sc3c2C(=O)N[CH]N3)C1,-0.4065100000000001,0.5599394780872488,15
COc1c(S(=O)(=O)NNC=O)cc(Cl)c(C)c1[N+](=O)[O-],0.5045199999999999,0.44561029195392304,20
C[C@@H](CCl)CS(=O)(=O)/N=c1\ccc2[nH+]c([O-])c([O-])[nH]c-2c1,-0.8137999999999994,0.7359710705631248,21
CC(C)/C([O-])=N/S(=O)(=O)c1ccc([N+](=O)[O-])nc1N1CCOCC1,-0.07010000000000005,0.30879223887877477,24
O=C1[C@@H]2Cc3c([nH]c4ccccc34)CN2C(=O)CN1/N=C/c1c(Cl)cccc1Cl,3.604300000000003,0.6354188421845166,29
Cc1nc2cc(/N=C/c3ccc([N+](=O)[O-])cc3)ccc2s1,4.2635200000000015,0.41175732544146987,21
CC1(C)N=C(S)C(c2ccc(Cl)cc2-c2ccc(Cl)cc2)=N1,5.527500000000003,0.6900606743986867,22
Cc1ccc2c(c1)=C1CCCC[C@H](O)[C@H]1[NH+]=2,-0.8369799999999987,0.5826804992708691,16
C/C(=N\Nc1nncn1Nc1cccc(C)c1)c1ccc(Br)cc1,4.060320000000002,0.5135668471885069,24
CC1(C)Cc2c(sc3c2c2ncnn2c2nncn32)CO1,1.838,0.49540880948270083,21
Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,-0.8128999999999984,0.4138062347429098,21
COc1c(/C(C)=N\O)ccn1S(=O)(=O)c1ccccc1,1.9319,0.5305488075701057,20
CCC(=O)/N=C1\N=N[C@H]([C@H]2CCCO2)S1,1.9831,0.7242196801416029,15
Cc1ccc([C@H]2NC(=O)c3oc4ccccc4c(=O)c32)c(-c2ccc([N+](=O)[O-])cc2)c1,4.509420000000003,0.3939621234988708,31
CCO[C@@H]1CC[C@@]2(C)[C@H]3[C@@H]([C]1C)[C@H](O)[C@]2(C)C[C@@H]3O,2.1637899999999997,0.8058802012053107,19
Cc1ncnc2cc(S(C)(=O)=O)ccc12,1.34172,0.730211391071032,15
C[C@@H]1CN(C)C(=O)/C1=N/Nc1ccccc1,1.5626,0.7640152443958398,16
S=c1[nH]ncn1/N=C/c1cc(Br)cc(Br)c1-c1ccccc1,5.014890000000002,0.46168797276694146,22
Oc1ccccc1/C=N/Nc1nncn1Nc1ccc(Cl)cc1Cl,3.611700000000001,0.4761921137781698,24
C=C1C(=O)O[C@@H]2/C=C(/C)C[C@H]3C=C(C[CH][C@@H]12)C(=O)O3,1.8803899999999998,0.3784712807951296,19
C[CH]C(=O)N1[CH]CC(c2ccc(Cl)cc2)=N1,2.6623800000000006,0.7744651056891942,16
O=C1C[C@H](c2cccc(Br)c2)c2ccc3ccccc3c2N1,5.076400000000003,0.6504445938520799,22
Cc1c(C=O)c(Cl)n2c(nc3ccccc32)c1C#N,3.1335000000000015,0.503634941573295,19
O=C1NC(=O)[C@H]2[C@@H]3C[C@@H]([C@H]4C(c5ccc([N+](=O)[O-])cc5)=NO[C@@H]34)[C@@H]12,0.8523999999999996,0.4916833756381312,24
Cn1ncc2c1N(c1ccc([N+](=O)[O-])cc1)C(=O)C[C@H]2c1cccs1,3.5901000000000023,0.5315715757042845,25
OC1=C(c2ccccc2)c2cccc[n+]2/C1=N\c1cccc(-c2ccccc2)c1,5.550400000000004,0.46833520422475355,29
COC1CCCN(S(=O)(=O)/N=C(\[O-])c2ccoc2C)C1,0.0505199999999999,0.5782329584885639,20
Cn1c(=O)c2c(c3ccccc31)OC(=O)C[C@H]2c1ccccc1Cl,3.632900000000003,0.6359785570643732,24
C#CCN1C(=O)/C(=N/NC=O)c2ccccc21,0.11649999999999938,0.45255505954831715,17
O=CN[C@H]1C[CH]N(c2ccc(F)cc2)c2cccc([N+](=O)[O-])c21,3.224590000000001,0.5339075661382543,23
CC(=O)c1c([C@H]2NC(=O)c3oc4ccccc4c(=O)c32)cccc1[N+](=O)[O-],2.736600000000001,0.43341597803004805,27
COc1c(/C([O-])=N/S(=O)(=O)C(C)C)cc(F)c(F)c1F,0.9576000000000001,0.47121114386894514,20
COCn1c(O)c(/N=N\C([S-])=[NH+]\c2ccccc2F)c2cc([SH](=O)=O)ccc21,1.4591,0.1897458844763841,28
CCc1cccc(/C=N/Nc2ccc([N+](=O)[O-])cc2)c1,3.603200000000002,0.5119663569472241,20
C[C@@H]1CCc2c(sc3nc[nH]c(=O)c23)C1c1c[nH]c2ccccc12,4.180100000000002,0.5480105135537856,24
O=CNNS(=O)(=O)c1ccc(F)c(Cl)c1-c1ccccc1,2.0854,0.6515847101385538,21
O=c1c2c3c(sc2ncn1/N=C\c1ccccc1O)CCCC3,2.9246000000000008,0.7367015409704819,23
CC1=C(C=O)C2(CCCCCC2c2ccccc2)OC1=O,3.545300000000003,0.6159592858185925,21
Nc1nc2n(n1)[C@H](c1cccc([N+](=O)[O-])c1)CC(=O)N2,0.7000999999999998,0.6121389749419207,20
CC(=O)N/N=C(\C)c1ccc(C)c(C)c1-c1ccc([N+](=O)[O-])cc1,3.7387400000000026,0.5277231088151081,24
[CH]1Nc2cccc3cccc(c23)N=C1Oc1cccnc1,3.931090000000002,0.7309551715787438,21
O=C1N[C@@H](c2cccc(O)c2-c2ccccc2)c2c1oc1ccccc1c2=O,3.998400000000003,0.5597400833422483,28
CC(C)=NNc1nc2cc(C)cc(Cc3ccc([N+](=O)[O-])cc3)c2s1,4.911420000000004,0.40083947403099496,25
N#CC1=C(N)N2CCc3cc4c(cc3C2=C[C@@]12C(=O)Nc1ccccc12)OCCCO4,2.6444800000000006,0.6900214581391121,31
CC1=C(C=O)C(=O)c2ccccc2C1=O,1.581,0.5104948729070418,15
CC[n+]1c(Nc2ccccc2)ccc2c(=O)n3cc(C)ccc3nc21,3.2071200000000015,0.46318450930460064,25
CCCC1(C)[NH2+]C(C)(C)Cc2c(C#N)csc21,2.5331800000000007,0.8594187549317513,17
c1ccc(Nc2cncnc2NN(c2ccccc2)c2ccccc2)cc1,5.385400000000003,0.45550155871754244,27
O=C1CN(C2CN(C3c4ccccc4-c4ccccc43)CCN2)c2ccccc2N1,3.4464000000000015,0.6966961637335068,30
CON/N=C1\C[C@@H]2CC[C@H]3[C@H](CC[C@]4(C)[C@H](O)CC[C@@H]34)[C@]2(C)C[C@H]1C,4.143000000000003,0.7374162182655195,25
Cc1coc2cc3c(cc12)[C@@H](Cc1c[nH]c2ccccc12)[CH]C(=O)O3,4.672110000000003,0.42902258168064034,25
O=C1N[C@H](c2cccc(Cl)c2)c2c1oc1ccc(F)cc1c2=O,3.418300000000002,0.7439013834933041,23
O=S(=O)(/N=C(\[O-])c1cc(F)cc(Br)c1)c1ccccc1,2.084,0.6239648660758269,20
c1ccc2c(c1)-c1ccccc1C2N1CCNCC1,2.661600000000001,0.8368049677413617,19
CC(=O)N/N=C(\C)c1cc(O)ccc1Oc1ccc(C)cc1C,3.6614400000000025,0.6682956444365008,23
O=C(c1c(/C=N/[C@H]2[CH]CS(=O)(=O)C2)cccc1[N+](=O)[O-])C(Cl)(Cl)Cl,2.5678900000000002,0.24826556727396423,24
CC(C)=NNc1nc2cc(C)cc(CN3C(=O)c4ccccc4C3=O)c2s1,4.208620000000003,0.4192167242850537,27
Sc1nncn1/N=C/c1cc(I)ccc1Oc1ccccc1,3.845900000000002,0.3950430134965899,22
Cc1ccccc1S(=O)(=O)/N=C(\[O-])[C@H]1[CH]C1(C)CC(C)C,2.3290100000000002,0.619000684894732,21
[CH]1Cc2c([nH]c3ccccc23)[C@H](c2c[nH]c3ccccc23)[NH2+]1,3.01989,0.48188638468195977,22
O=C(N/N=C/c1ccccc1Br)C(=O)N/N=C/c1ccccc1Br,2.812000000000001,0.42528318642594953,24
C/C(=N/NC=O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)c1ccc(C)cc1,2.2060200000000005,0.36606794941024384,25
Cc1cc(=O)oc2c3c(ccc12)OCC3=O,1.67652,0.6284354701557257,16
CN1C(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@]32C)C(=O)N(C)C1=S,2.1016,0.3094501469238138,28
CCC/[NH+]=c1\c(N)c(O)oc2ccccc12,0.11190000000000072,0.6709915091236821,16
O=C1NC(=O)[C@H]2[C@H]1C1c3ccccc3C2([N+](=O)[O-])c2ccccc21,1.5545999999999998,0.49035234507767583,24
CC(C)(O)C(=O)N/N=C/c1ccccc1,0.9076,0.5700288455222802,15
N#CC1=C(N)Oc2ccccc2[C@@H]1c1cccc(Br)c1-c1ccccc1,5.334280000000003,0.6289864318184579,26
CC(C)CCC[C@@H](C)O[C@]1(C)[CH][C@@H](c2cccc([N+](=O)[O-])c2)c2c(O)n[nH]c2C1,4.905890000000005,0.4843609296585363,29
C[C@@H]1CC(=O)[C@@]2(C)[C@@H]3CC[C@@H]4CC(=O)CC[C@@H]4C3=CC[C@@H]2S1(=O)=O,2.8629000000000016,0.6300827422870812,24
Cc1cc2c(cc1[SH](=O)=O)n(CN1CCOCC1)c(=O)c(=O)n2C,-0.7313799999999986,0.5778887295843218,24
CCCCC/C(=N/NC=O)c1ccccc1-c1ccc(O)c(O)c1,3.795200000000004,0.22682919630156761,24
Oc1ccc(/C=N\n2cnnc2)cc1O,0.5714999999999999,0.5529973675664674,15
Cc1ccc([C@H]2NC(=O)c3oc4ccccc4c(=O)c32)cc1,2.9342200000000016,0.7496101228792041,22
Cc1cc2n(n1)[C@H](c1ccccc1)CC(c1ccc(Br)cc1)=N2,5.0679200000000035,0.6229919812182421,23
[NH2+]=C(c1ccc([N+](=O)[O-])cc1)N1CCCCC1,0.5863999999999998,0.352069202959457,17
COc1ccccc1[C@@H]1NC(=O)c2oc3c(ccc4ccccc43)c(=O)c21,3.787600000000002,0.5543873118977948,27
CCC1CN(/N=C/c2cc([N+](=O)[O-])ccc2Cl)CCN1,2.2659000000000002,0.5254845732764111,20
